Lithic ID,TA,Main,,,,Metrics,,,,,,,Implement Description,,,,,,,,,,,,,,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number,Sketch Number
,,Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,,,,,,,
1898,TA/235(F1),,,,0,,42,12,2.3,2.7,4.2,1.4,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PLAIN,,,,,,
1895,TA/235(F1),,,,0,,36.9,12.8,3.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1891,TA/235(F1),,,,0,,16.5,2.7,2.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1897,TA/235(F1),,,,0,,19,4,4.2,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,CREST,,
1909,TA/235(F1),,,,0,,13,8.5,1.9,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1908,TA/235(F1),,,,0,,11.8,3.9,1.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1894,TA/235(F1),,,,0,,23.5,13.5,4.7,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1966,TA/235(F1),,,,0,,16,7,1.6,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1856,TA/256,,,,40,,47.2,34.5,37,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET,PERCUSSION?/PYRAMIDAL,,,,
1854,TA/256,,,,0,,22,16.8,26.5,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET,PRESSURE/PYRAMIDAL,,TERMINAL EFFECT?,,
1860,TA/256,,,,10,,48,40,36,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET/FLAKE,PERCUSSION?/PYRAMIDAL,,,,
1982,TA/235,,,,0,,38,35,44,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET,PRESSURE/PYRAMIDAL,,CORE TABLET REMOVED,,
1979,TA/235,,,,10,,50,37,27,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET/FLAKE,PERCUSSION?/PYRAMIDAL,,,,
1980,TA/235,,,,0,,37,24,19,,,,,CORE,0,0,,,,,,,0,,0,,,BLADELET,PRESSURE/PYRAMIDAL,,PREPARED PLATFORM,,
2049,TA/234,,,,0,,33,40,10,11,,9.4,0,CORE TABLET,0,0,,,,,,,0,,0,,,BLADELET,,,,,
2048,TA/234,,,,0,,30,42,16.5,17.1,,,0,,0,0,,,,,,,0,FLAKE,0,,,,,,,,
1918,TA/267,,,,0,,19,3.1,3.2,,,,,RETOUCHED PIECE,1,1,ALTERNATING,LEFT,CONTINOUS,SHORT,low,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
1915,TA/267,,,,0,,4.4,8.5,3.7,,,,,RETOUCHED PIECE,1,1,INVERSE,LEFT/RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
1924,TA/267,,,,0,,22,7.7,2.3,,,,,,1,0,,,,,,,,BLADELET/DIS,0,,,,,,,,
1914,TA/267,,,,0,,18.9,10.5,2.3,2.8,3.3,0.9,0,RETOUCHED PIECE,1,1,BIFACE,RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/PRO,0,,,,,,,,
1917,TA/267,,,,0,,21,9.9,1.7,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,LINEAR,,,,,,
1919,TA/267,,,,0,,20,9,1.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
1916,TA/267,,,,0,,22,9.7,2.5,2,3.1,1.5,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
1920,TA/267,,,,0,,16.2,7.5,1.6,1.8,3.1,1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
2207,TA/256,,,,0,,25,12,2.3,2.7,3.4,1.2,0,,0,0,,,,,,,0,BLADELET/PRO,,,LINEAR,,,,,,
2209,TA/256,,,,0,,30.9,9.3,2.4,2.5,3.8,9.9,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2220,TA/256,,,,0,,11.5,13.4,3.4,,,,,,0,0,,,,,,,0,BLADELET/DIS,0,,,,,,,,
2182,TA/256,,,,0,,32,8,2.3,1.5,4.8,1.4,0,,0,0,,,,,,,0,BLADELET,0,,PLAIN,,,,,,
2185,TA/256,,,,0,,22.4,15,2.9,3.8,4,1.2,0,,0,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2188,TA/256,,,,0,,21.5,11.8,3.4,,,,0,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2202,TA/256,,,,0,,19.3,11,1.9,2.7,,,0,,0,0,,,,,,,0,BLADELET/PRO,0,,BROKEN,,,,,,
2227,TA/256,,,,0,,11.2,8.9,1.6,2.3,4.6,1.3,0,,0,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
2136,TA/234,,,,0,,46.3,11.7,3.7,2.9,4.6,2.2,0,,1,0,,,,,,,1,BLADELET/PRO,0,,PLAIN,,,,ADHESIVE,,
2141,TA/234,,,,0,,34.8,8.6,2.3,,,,,,1,1,INVERSE,LEFT/DISTAL,PARTIAL,SHORT,LOW,SUB PARALLEL,0,BLADELET/DIS,0,,,,,,,,
2125,TA/234,,,,0,,39.2,16.8,3.4,3.2,,,0,,1,0,,,,,,,0,BLADE,?,,BROKEN,,,,,,
2124,TA/234,,,,15,,49,3.3,3.8,3,,,0,,0,0,,,,,,,0,BLADELET/PRO,0,,CORTICAL,,,,,,
2146,TA/234,,,,0,,19.7,10.7,2.7,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2131,TA/234,,,,0,,29,12.2,2.3,,,,,,1,0,,,,,,,0,BLADELET/MED,,,,,,,FOSSIL,,
2131,TA/234,,,,0,,22,9,2.1,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2144,TA/234,,,,0,,12.2,10.2,2,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2143,TA/234,,,,0,,20.5,11.9,4.2,4.3,4.7,2.5,0,INVERSE NOTCH,1,1,,LEFT,,SHORT,LOW,SUB PARALLEL,0,BLADELET/PRO,0,,FACETTED,,,,,,
2130,TA/234,,,,0,,26.6,9,2.7,2.3,4.7,0.9,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,PATINATED,,
2255,TA/256,,,,0,,63.3,14,2.8,3.2,2.9,1.2,0,DENTICULATE,1,1,DIRECT,RIGHT/DISTAL,,SHORT,ABRUPT,SUB PARALLEL,0,BLADELET,0,,PUNCTIFORM?,,,,,,
2258,TA/256,,,,0,,36,14,2.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2249,TA/256,,,,0,,20.9,14.2,2.4,,,,,RETOUCHED PIECE,1,1,DIRECT,RIGHT,PARTIAL,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2278,TA/256,,,,0,,25.7,14.6,2.7,,,,,DOUBLE NOTCH (HAFT),1,1,DIRECT,RIGHT/LEFT-PRO,,SHORT,LOW,PARALLEL,0,BLADELET/MED,0,,,,,,,,
2250,TA/256,,,,0,,20,11.7,2.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2251,TA/256,,,,0,,22,10,2.9,,,,,,1,0,,,,,,,1,BLADELET/MED,0,,,,,,,,
2254,TA/256,,,,0,,43,8.6,1.9,2.4,3.6,1.1,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,,
2239,TA/256,,,,0,,30.8,8.7,1.4,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2299,TA/256,,,,0,,8.3,5.7,1.8,,,,,,0,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2272,TA/256,,,,0,,18.1,10,3.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2291,TA/256,,,,0,,21,12,2.8,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2276,TA/256,,,,0,,15,12.3,2.1,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2284,TA/256,,,,10,,14.5,9.3,2.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2297,TA/256,,,,0,,14.5,6.3,1.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2282,TA/256,,,,0,,21,12,2.9,4.3,4.2,1.1,,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2238,TA/256,,,,0,,41,10,1.9,2.6,3.2,1,0,,0,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,,
2230,TA/256,,,,0,,35,9.5,1.9,2.8,4,1,0,,1,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,,
2262,TA/256,,,,0,,21.4,11.1,2.7,3.8,3.7,1.3,0,,1,1,INVERSE,LEFT,PARTIAL,SHORT,LOW,PARALLEL,1,BLADELET/PRO,0,,PLAIN,,,,,,
2260,TA/256,,,,0,,22.6,12.4,2.5,2.9,2.7,1.1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,PUNCTIFORM,,,,,,
2253,TA/256,,,,0,,26.3,9.2,2.1,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,,
2268,TA/256,,,,0,,34.7,14,2.3,1.8,,,0,,0,0,,,,,,,0,BLADELET/PRO,0,,BROKEN,,,,,,
2161,TA/234,,,,0,,53.4,13,7.4,7.7,4.9,1,0,,1,0,,,,,,,0,BLADELET,0,,LINEAR,,,,,,
2170,TA/234,,,,0,,26.3,9.7,2.8,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,,
2174,TA/234,,,,5,,31,14.5,7.8,,,,,RETOUCHED PIECE,1,1,DIRECT,LEFT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET/PRO,0,,BROKEN,,,,,,
2165,TA/234,,,,0,,35,27,14,,,,,,1,0,,,,,,,,FLAKE,1,,REMOVED?,,,,PERCUSSION,,
2179,TA/234,,,,0,,20,8.3,2,,,,,RETOUCHED PIECE,1,1,"ALTERNATING,DIRECT",LEFT/RIGHT,CONTINOUS/PARTIAL,SHORT,LOW,SUB PARALLEL,0,"BLADELET/,ED",0,,,,,,,,
2172,TA/234,,,,0,,24.5,8.1,2.7,,,,,RETOUCHED PIECE (FINE RETOUCH),0,1,DIRECT,LEFT/RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2168,TA/234,,,,0,,38,18,8.5,8.5,8.7,3.5,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,PERCUSSION,,
2169,TA/234,,,,0,,22.3,20,6.2,6.7,16,5.3,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,PERCUSSION,,
2497,TA/158,,,,0,,33.4,10.4,2.8,3.5,2.8,0.9,0,END SCRAPER ON RETOUCHED PIECE,1,1,DIRECT,LEFT/RIGHT/END,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET,0,,PUNCTIFORM,,,,,,
2487,TA/158,,,,0,,,10.9,2.5,,,,,RETOUCHED PIECE (SERRATED SCRAPER),0,1,INVERSE,MESIAL (ONE SIDE),CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2496,TA/158,,,,0,,,9.5,2.6,2.8,5.2,1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2534,TA/158,,,,25,,52,26.5,10,11,7.3,8.1,0,,1,0,,,,,,,0,FLAKE,0,,PLAIN,,,,,,
2471,TA/158,,,,40,,,15.9,3.8,,,,,TRUNCATION,1,1,INVERSE,LEFT/RIGHT/BASE,CONTINOUS,SHORT,ABRUPT,SUB PARALLEL,0,BLADE/PRO,0,,,,,,,,
2501,TA/158,,,,0,,,32.8,2.8,3.3,4.2,2.1,0,RETOUCHED PIECE (SERRATED SCRAPER),1,1,INVERSE,LEFT/RIGHT,CONTINOUS,SHORT,ABRUPT,PARRALLEL,0,BLADELET/PRO,0,,PLAIN,,,,,,
2520,TA/158,,,,0,,,21.9,2.2,,,,0,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2588,TA/158,,,,0,,,11.7,2.7,3.1,5,0.9,0,RETOUCHED PIECE (SERRATED SCRAPER),1,1,INVERSE,LEFT,CONTINOUS,SHORT,ABRUPT,PARRALLEL,1,BLADELET/PRO,0,,LINEAR,,,,,,
2465,TA/158,,,,0,,,10.4,3.3,,,,,DENTICULATE,1,1,DIRECT,RIGHT,,,LOW,SUB PARALLEL,0,BLADELET/ DIS,0,,,,,,PATINATED,,
2519,TA/158,,,,0,,42.1,33,6.1,7.8,16,8.4,0,RETOUCHED PIECE,1,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,ABRUPT,PARALLEL,0,FLAKE,0,,PREPARED,,,,PERCUSSION/ احتمالا میانی/ روتوش اریب,,
2517,TA/158,,,,0,,,11.2,3,3.8,4.7,1.4,0,RETOUCHED PIECE,1,1,INVERSE,RIGHT,CONTINOUS,LONG,LOW,SUB PARALLEL,0,BLADE,0,,PUNCTIFORM,,,,,,
2478,TA/158,,,,0,,24.3,43.5,9.4,,,,,REJUVENTION PIECE,1,0,,,,,,,0,FLAKE,0,,,,,,,,
2477,TA/158,,,,0,,33.5,34.6,6.2,7.2,20.7,8,1,RETOUCHED PIECE,1,1,DIRECT,RIGHT,PARTIAL,SHORT,SEMI ABRUPT,PARALLEL,0,FLAKE,0,,CORTICAL,,,,PERCUSSION/ احتمالا میانی,,
2593,TA/158,,,,0,,,11.2,2.3,,,,,RETOUCHED PIECE,1,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADELET/MED,0,,,,,,,,
2543,TA/158,,,,0,,,13.6,2.9,3.2,3.7,1.6,0,NOTCH/DENTICULATE,0,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADELET/PRO,0,,PLAIN,,,,,,
2546,TA/158,,,,0,,,9.4,1.9,,,,,RETOUCHED PIECE,0,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADELET/MED,0,,,,,,,,
2572,TA/158,,,,0,,,9.4,3,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,THERMAL EFFECT,,
2547,TA/158,,,,0,,,8.6,2.7,,,,,,1,0,,,,,,,0,BLADELET/DIS,0,,,,,,,,
2569,TA/158,,,,0,,,12.7,2.4,2.9,3.8,0.8,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2590,TA/158,,,,0,,,8.8,2.1,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2540,TA/158,,,,0,,,8.1,2.2,2.2,2.4,0.7,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2582,TA/158,,,,0,,,11.8,4,3.7,,,,RETOUCHED USE ON BREAKAGE,1,1,DIRECT,RIGHT,PARTIAL,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2537,TA/158,,,,5,,,31,12.9,2.3,2.7,7.2,1.2,RETOUCHED PIECE (DOUBLE SIDE SCRAPER),0,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/PRO,0,,LINEAR (DIHEDRAL LINEAR),,,,2 BULB,,
2522,TA/158,,,,0,,,11.8,3,3.6,3.3,2,0,NOTCH,1,1,DIRECT,LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/PRO,0,,PLAIN,,,,,,
2521,TA/158,,,,0,,20,28,5.8,4.1,22,5.8,0,,0,0,,,,,,,0,FLAKE,0,,PLAIN,,,,,,
2494,TA/158,,,,0,,,9,4,,,,,INVERSE NOTCH/ENDSCRAPER,1,1,ALTERNATING,LEFT/RIGHT/END,ALTERNATING/DIRECT,SHORT,LOW,SUB PARALLEL,0,BLADELET/DIS,0,,,,,,UTILIZATION ON BREAKAGE,,
2526,TA/158,,,,0,,,11.5,4.4,,,,,END SCRAPER,1,1,DIRECT,END,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/DIS,0,,,,,,,,
2508,TA/158,,,,0,,34,11,7.4,,8,7.4,,ALTERNATING SIDE SCRAPER,1,1,ALTERNATING,RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET,1,,REMOVED,,,,,,
2499,TA/158,,,,0,,,11.6,4.6,,,,,ALTERNATE DOUBLE SIDE SCRAPER,0,1,ALTERNATE,LEFT/RIGHT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET/MED,0,,,,,,,,
2476,TA/158,,,,0,,34,13,8.4,,,,0,TRUNCATION/SIDE SCARAPER,1,1,DIRECT,LEFT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET,0,,BROKEN,,,,,,
2482,TA/158,,,,0,,35.7,19.4,6.9,,3.4,1.8,0,RETOUCHED PIECE,1,1,DIRECT,LEFT/RIGHT/DISTAL,PARTIAL,SHORT,LOW,SUB PARALLEL,0,FLAKE,0,,LINEAR,,,,,,
2553,TA/158,,,,0,,,12,3.5,3.6,3.2,0.6,0,DOUBLE NOTCH,1,1,ALTERNATING,LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET,0,,LINEAR,,,,,,
2483,TA/158,,,,5,,,28,5.3,,,,,,0,0,,,,,,,0,FLAKE/DIS,0,,,,,,,,
2552,TA/158,,,,0,,29.4,10.8,3.9,,,,,BORER/ AWL,0,1,ALTERNATE,RIGHT/LEFT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADELET,0,,BROKEN,,,,BREAKAGE ON DISTAL AND BUTT,,
2473,TA/158,,,,0,,24.7,20,6.3,,,,,ROUND SCRAPER?,0,1,INVERSE,WHOLE,CONTINOUS,SHORT,SEMI ABRUPT,SUB PARALLEL,0,FLAKE,0,,,,,,,,
2514,TA/158,,,,0,,,10,2.8,,,,,DOUBLE NOTCH SCRAPER,0,1,DIRECT,RIGHT/LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2527,TA/158,,,,0,,,9.7,2.2,2.4,3.1,1.2,0,,1,0,,,,,,,1,BLADELET/PRO,0,,PLAIN,,,,,,
2510,TA/158,,,,0,,,13.8,2.5,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2602,TA/158,,,,0,,23,45,18,20,40,18,0,CORE REJUVENTION (CORE TABLET?),,,,,,,,,0,FLAKE?,0,,PLAIN,,,,,,
2429,TA/125,,,,0,,,11.6,3.3,3.2,3.1,6.3,1.2,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2432,TA/125,,,,0,,28.5,10.7,2.4,2.8,2.6,1.6,0,END SCRAPER,0,1,INVERSE,RIGHT/LEFT/END,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET,0,,PUNCTIFORM,,,,IREGULAR/FINE RETOUCH,,
2441,TA/125,,,,0,,,12,3.9,,,,,RETOUCHED PIECE,1,1,INVERSE,LEFT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADELET/MED,0,,,,,,,,
2448,TA/125,,,,0,,,15,3.3,,,,,,1,0,,,,,,,0,BLADE/MED,0,,,,,,,,
2423,TA/125,,,,25,,,11.4,4.6,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2434,TA/125,,,,0,,,9.6,2.6,2.9,4.4,1.3,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2430,TA/125,,,,0,,,13.8,3.9,3.6,5,1.1,0,,1,0,,,,,,,0,BLADE/PRO,0,,LINEAR,,,,,,
2435,TA/125,,,,0,,,12.7,2.5,,,,,,1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2450,TA/125,,,,0,,,12.8,2.9,,,,,TRUNCATION اریبب,1,0,DIRECT,LEFT/DISTAL,PARTIAL:DISTAL,SHORT,ABRUPT,SUB PARALLEL,0,BLADELET/DIS,0,,,,,,,,
*2426,TA/125,,,,0,,33.7,12.8,3.1,4.1,,,,DENTICULATE,1,1,DIRECT,LEFT/RIGHT,,SHORT,ABRUPT,SUB PARALLEL,0,BLADELET,0,,BROKEN,,,,BREAKAGE ON DISTAL AND BUTT,,
2452,TA/125,,,,0,,,12,2,2.2,4.5,1.1,0,,1,0,,,,,,,0,BLADELET/PRO,0,,LINEAR,,,,,,
2445,TA/125,,,,0,,41,9,2.3,2,2.1,0.7,0,BORER/DRILL,1,1,DIRECT,LEFT,PARTOAL:DISTAL,SHORT,SEMI ABRUPT,SUB PARALLEL,0,BLADELET,0,,LINEAR,,,,BREAKAGE ON DISTAL,,
2462,TA/125,,,,0,,,17,4..1,4.4,,,,,1,0,,,,,,,0,FLAKE/PRO,0,,PUNCTIFORM,,,,,,
2449,TA/125,,,,0,,,9,3.3,,,,,RETOUCHED PIECE (SIDE SCRAPER),1,0,,,,,,,0,BLADELET/MED,0,,,,,,,,
2371,TA/125,,,,15,,36.4,15,5.9,6.4,8,2,0,RETOCHED PICE,1,1,DIRECT,LEFT,PARTIAL:DISTAL,SHORT,LOW,SUB PARALLEL,0,BLADE,0,,PLAIN,,,,,,
2363,TA/125,,,,10,,38,18,4.3,4.6,7.9,3,0,TRUNCATION اریبب,1,1,DIRECT,LEFT,PARTIAL:DISTAL,SHORT,LOW,SUB PARALLEL,0,BLADE,0,,PLAIN,,,,,,
2367,TA/125,,,,0,,24,31.2,6.7,7.7,,,,TRUNCATION/NOTCH,0,1,INVERSE,WHOLE,CONTINOUS,SHORT,ABRUPT/SEMIABRUPT,SUB PARALLEL,0,FLAKE,0,,,,,,,,
2358,TA/125,,,,0,,29.5,18,5.9,6.5,5.6,2.4,1,BORER/AWL,1,1,DIRECT,LEFT/RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,FLAKE,0,,PLAIN,,,,,,
2398,TA/125,,,,0,,41,8.9,7,,,,,DOUBLE ALTERNATE SCRAPER,0,1,ALTERNATE,LEFT/RIGHT,CONTINOUS,SHORT,LOW,SUB PARALLEL,0,BLADE,0,,BROKEN,,,,,,
2388,TA/125,,,,0,,25,14,7.2,7.5,8.9,5.3,0,NOTCH,0,1,DIRECT,LEFT/RIGHT,CONTINOUS,SHORT,SEMI ABRUPT,SUB PARALLEL,0,BLADELET,0,,FACETTED,,,,,,
2366,TA/125,,,,0,,,,,,,,,endscraper,,,,,,,,,,,,,,,,,,,
2396,TA/125,,,,0,,34.4,22.7,5.5,6.6,10,4.8,1,DENTICULATE,0,1,DIRECT,LEFT/RIGHT,CONTINOUS,SHORT,SEMI ABRUPT,PARALLEL,0,BLADE,0,,FACETTED,,,,,,
2368,TA/125,,,,0,,,15.3,4.3,4.5,,,,,1,0,,,,,,,0,BLADE/DIS,0,,,,,,,,
2403,TA/125,,,,0,,24,23,7.8,8,16.5,6.6,0,AWL / INVERSE NOTCH,0,1,INVERSE,LEFT/RIGHT/END,CONTINOUS,SHORT,LOW,SUB PARALELL,0,FLAKE,0,,PLAIN,,,,,,
2389,TA/125,,,,0,,,11.6,5,,,,,RETOUCHED PIECE (ALTERNATE SCRAPER?),0,1,ALTERNATE,LEFT/RIGHT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADELET/DIS,0,,,,,,POINT OF PERCUSSION,,
2386,TA/125,,,,0,,20,9.5,5.2,5.6,12.3,5,0,INVERSE SIDE SCRAPER,0,1,INVERSE,RIGHT,CONTINOUS,SHORT,LOW,PARALLEL,0,BLADE,0,,PLAIN,,,,POINT OF PERCUSSION / BURNT,,
2390,TA/125,,,,0,,30,14.6,3.9,3.9,5,2.5,0,,1,0,,,,,,,0,BLADE,0,,PLAIN,,,,HEAVILY USED,,
2378,TA/125,,,,0,,27.8,48,12.8,13.5,27,10.2,1,,0,0,,,,,,,0,FLAKE,0,,PLAIN,,,,POINT OF PERCUSSION,,
2303,TA/158,,,,10,,43,37.6,27.9,,,,,CORE,,,,,,,,,0,,,12,,BLADELET/FLAKE,PYRAMIDAL/PRESSURE,,نیمی از سکوی ضربه کورتکس دارد. CORE TABLET REJUVENTED,,
2322,TA/158,,,,0,,32,18,5.3,6,12,4.1,0,USED CORE REJUVENTION,1,0,,,,,,,0,BLADE,0,,FACETTED,,,,,,
2305,TA/158,,,,5,,33.7,31,25.7,,,,,CORE,,,,,,,,,,,,15,,BLADELET,PYRAMIDAL/PRESSURE,,CORE TABLET REJUVENTED PLATFORM,,
*2328,TA/158,,,,0,,32,14.2,6.5,6.6,4.8,1.8,,,0,1,DIRECT,RIGHT,PARTIAL:DIS,SHORT,LOW,PARALLEL,0,BLADE,0,,DIHEDRAL,,,,PATINATED/RECYCLED (double patinated),,
23140,TA/158,,,,5,,19,29,7.2,7.1,17.1,5.3,0,CORE TABLET,0,0,,,,,,,,FLAKE,0,,FACETTED,,,,,,
2311,TA/158,,,,0,,36.2,23.6,18.6,,,,,CORE,,,,,,,,,,,,,,BLADELET,PYRAMIDAL/PRESSURE,,,,
2310,TA/158,,,,10,,33.7,27.1,22.1,,,,,CORE,,,,,,,,,,,,,,BLADE,PYRAMIDAL/PRESSURE,,,,
2340,TA/125,,,,50,,63.5,32.8,17.6,,,,,CORE,,,,,,,,,,,,7,,BLADELET,FLAT?/PRESSURE,,,,
2339,TA/125,,,,30,,60.7,62.3,51,,,,,CORE,,,,,,,,,,BLADE/FLAKE,,9,,BLADE / FLAKE,PYRAMIDAL / PERCUSSION??,,CORE TABLET REJUVENTED PLATFORM,,
2329,TA/125,,,,15,,88,37,12.3,13.9,12.8,5,1,CORE SIDE REJUVENTION,0,0,,,,,,,0,BLADE,,,PLAIN,BLADELET,,,احتمالا رسیده به کورتکس و دیگه نمیتونسته ادامه بده، اینو زده!!,,
2331,TA/125,,,,0,,33.6,38.4,7,7.2,11.1,5.3,0,CORE PLATFORM REJUVENTION FLAKE,0,0,,,,,,,0,FLAKE,0,,PLAIN,BLADELET (9.6),,,,,
2346,TA/ 125,,,,0,,56,48,37,,,,,CORE,,,,,,,,,,,,5,,BLADE (17.6),PYRAMIDAL / PERESSURE,,CORE TABLET REJUVENTED PLATFORM,,
2338,TA /125,,,,10,,38,31,25,,,,,CORE,,,,,,,,,,,,8,,BLADELET (9.6),PYRAMIDAL / PRESSURE,,PREPARATION ON PLATFORM,,
2331,TA/125,,,,5,,45.7,39.5,12.4,13.5,19,9.3,0,CORE TABLET,0,0,,,,,,,,FLAKE,,,DIHEDRAL?,BLADELET (10),,,POINT OF PERCUSSION,,
2330,TA/125,,,,5,,45,34,10.3,13.4,26.3,7.2,1,CORE REJUVENTION PLATFORM,0,0,,,,,,,0,FLAKE,0,,PLAIN (PARTLY CORTICAL),BLADE,,,قسمتی از سکوی ضربه کورتکس دارد,,
2337,TA/125,,,,0,,,37.2,37,,,,,CORE FRAGMENT,,,,,,,,,0,,0,,,BLADELET (9),PYRAMIDAL ? / PRESSURE,,PREPARATION ON PLATFORM,,
2354,TA/125,,,,0,,42,22,21,,,,,CORE,,,,,,,,,0,,0,11,,BLADELET (5.8),PYRAMIDAL / PRESSURE,,PREPARATION ON PLATFORM),,
