Lithic ID,TA,AREA,DEPTH (cm),Raw Material,Colour/Grain/Opacity,Pattern,Cortex (%),Weight (g),Length (mm),Width (mm),Thickness (mm),Bulb Thickness (mm),Platform Thickness (mm),platform Length (mm),Eraillure,Typology,Utilization,Retouch,Retouch Position,Retouch Localization,Retouch Distribution,Retouch Intensity,Retouch ANGLE,RETOUCH MORPHOLOGY,SHINE,Blank,Breakage,Num of Scars on Cores,Platform Typology,Removal blank,Core Typology,Termination,Comments,Photo Number
343,56,A,50-60,,,,0,,23.8,9.6,2.2,,,,,,1,,,,,,,,,,BLADELET-DIS,,,,,,,BURNT
400,56,A,50-60,,,,0,,29.1,9,2.6,,,,,,,,1,DIRECT,RIGHT-LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PAALLEL,,BLADELET-MID,,,THERMAL EFFECT,,,,
287,56,A,50-60,,,,0,,33,13,2.4,,,,,,1,,,,,,,,,,BLADE-MID,,,,,,,
307,56,A,50-60,,,,0,,28.3,8.4,2.6,2.6,,,,,1,,,,,,,,,,BLADELET-PRO,,,,,,,
427,56,A,50-60,,,,0,,25.3,9.8,2.5,3.2,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
282,56,A,50-60,,,,0,,19.5,7.8,1.8,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
421,56,A,50-60,,,,0,,12.2,8.6,1.7,,,,,,1*,,,,,,,,,,BLADELET-MID,,,,,,,
373,56,A,50-60,,,,0,,36.2,11,2.5,3.2,,,,,1,,,,,,,,,,BLADELET-PRO,,,,,,,
386,56,A,50-60,,,,20,,41,11.6,4.4,,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
332,56,A,50-60,,,,0,,20.8,8.5,1.6,2.1,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,HIGHLY USED
307,56,A,50-60,,,,0,,28.5,8.6,2.5,,,,,,1,,,,,,,,,,BLADELET-PRO,,,,,,,
404,56,A,50-60,,,,0,,21.1,7.3,1.3,1.8,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
373,56,A,50-60,,,,0,,36,10.7,2.4,2.9,,,,,,,,,,,,,,,BLADELET-PRO,,,,,,,
361,56,A,50-60,,,,0,,23.3,9.9,2.5,3,,,,,,,1,DIRECT,MESIAL,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALELL,,BLADELET-PRO,,,LINEAR,,,,
298,56,A,50-60,,,,0,,27,7.9,3.7,3.8,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
140,56,A,50-60,,,,0,,18.7,5.8,1.5,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
375,56,A,50-60,,,,0,,27.1,10,2.3,3,5.5,0.9,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
320,56,A,50-60,,,,25,,25.6,10.1,2.3,,,,,,,,,,,,,,,,BLADELET-PRO,,,REMOVED,,,,
324,56,A,50-60,,,,0,,21.4,8.6,2,2.3,3.9,1.3,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
285,56,A,50-60,,,,0,,18,8.9,1.5,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
288,56,A,50-60,,,,0,,31,9.3,2.7,,,,,,1,,,,,,,,,,BLADELET-MID,1,,,,,,
290,56,A,50-60,,,,0,,43.2,11.1,2.2,,,,,,1,,,,,,,,,1,BLADELET-MID,,,,,,,
300,56,A,50-60,,,,0,,22.2,6.7,1.8,,,,,,,,,,,,,,,,bladelet-pro,,,,,,,
745,34,A,30-40,,,,0,,36.8,25.3,7.3,8.6,25.4,8.2,1,notch,,,1,INVERSE,DISTAL,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,FLAKE,,,PLAIN,,,,
696,34,A,30-40,,,,0,,8.4,10.3,3.3,3.5,5.6,2.2,,DOUBLE SCRAPER,,,1,ALTERNATING,MESIAL,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,LINEAR,,,,
720,34,A,30-40,,,,0,,3.5,10.4,4.4,,,,, SCRAPER,,,1,ALTERNATE,RIGHT-LEFT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,MEDIAL,,,,,,,
734,34,A,30-40,,,,0,,22.1,11.2,3.3,,,,,,,,1,DIRECT,LEFT,CONTINOUS,SHORT,ABRUPT,PARALLEL,,MEDIAL,,,,,,,BURNT
748,34,A,30-40,,,,0,,27.1,43.2,7.7,9.5,25.2,6.2,0,,1,,,,,,,,,,FLAKE,,,PLAIN,,,,
746,34,A,30-40,,,,0,,46.7,20,6.8,7.1,12.8,5.3,1,,1,,1,ALTERNATING,MESIAL,PARTIAL,SHORT,LOW,SUB-PARALLEL,,BLADE,,,PLAIN,,,,
713,34,A,30-40,,,,0,,29.1,15.3,3.6,3.9,5.9,1.9,,,1,,,,,,,,,,BLADELET0PRO,,,PLAIN,,,,
729,34,A,30-40,,,,0,,30.5,15.2,2.2,2.4,3.6,1,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
717,34,A,30-40,,,,0,,38.5,14.1,8.3,,,,,,,,,,,,,,,,BLADELET-DIS,,,,,,,
727,34,A,30-40,,,,25,,31.2,9.6,8.4,,,,,,1,,,,,,,,,,BLADELET-DIS,,,,,,,
725,34,A,30-40,,,,0,,32.8,11.9,3.7,3.8,3.7,1.3,0,,,,1,DIRECT,RIGHT,PARTIAL,SHORT,LOW,SUB-PARALLEL,,BLADELET-PRO,,,LINEAR,,,,
714,34,A,30-40,,,,0,,31.6,10,2.6,2.6,2.9,1,0,DOUBLE SCRAPER,,,1,INVERSE,RIGH-LEFT,CONTINOUS,SHORT,LOW,SUB-PRALLEL,,BLADELET,,,,,,,
741,34,A,30-40,,,,0,,13.6,2.6,3,,,,,,,,1,ALTERNATING,RIGHT-LEFT,DISCONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET,,,,,,,
712,34,A,30-40,,,,0,,41.6,13.9,3,3.2,3.5,1.4,,SIDE SCRAPER,,,1,DIRECT,RIGHT,CONTINOUS,SHORT,LOW,SUB-PRALLEL,,BALDELET,,,,,,,
716,34,A,30-40,,,,0,,40,9.1,4.2,4.3,3,1.5,,,,,1,INVERSE,RIGHT-LEFT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET,,,PUNCTIFORM,,,,
702*,34,A,30-40,,,,0,,39.3,11.8,3.2,3.3,0.5,3.5,0,,1,,1,INVERSE,RIGHT-LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,1,BLADELET-PRO,,,LINEAR,,,,
710,34,A,30-40,,,,0,,47.5,11.5,4.1,4.2,6,2.4,,,1,,,,,,,,,,BLADELET-PRO,,,PLAIN?,,,,LIP
736,34,A,30-40,,,,0,,20,10.7,2.6,2.9,2.7,1.2,1,,1*,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
698*,34,A,30-40,,,,0,,31.8,12.9,3.3,3.7,3.5,0.8,0,BURIN,,,1,DIRECT,LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,LINEAR,,,,
708*,34,A,30-40,,,,0,,31.2,8.1,1.9,2.4,,,,BORER,,,1,DIRECT,COPMLETE,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET,1,,,,,,SARTASARI.
701,34,A,30-40,,,,0,,4.8,11.7,4.3,4.4,,,,,,,1,INVERSE,RIGHT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,BROKEN,,,,
747,34,A,30-40,,,,15,,35.7,22.5,7.5,8.2,11.9,5.9,1,,,,1,ALTERNATING/DIRECT,COMPLETE,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,,,,,,,,
700*,34,A,30-40,,,,0,,35.7,10,2.7,,,,,serrated denticulate,,,1,DIRECT,LEFT,CONTINOUS,SHORT,ABRUPT,SUB-PARALLEL,,BLADELET-MID,,,,,,,
726,34,A,30-40,,,,0,,34.1,8.7,2,2.2,,,,NOTCH,,,1,ALTERNATING,RIGHT-LEFT,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,LINEAR,,,,
739,34,A,30-40,,,,20,,29.2,11.5,3.4,,,,,,,,,ALTERNATE,RIGHT-LEFT,DISCONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET-MID,,,,,,,
706,34,A,30-40,,,,0,,27,12.9,3,3.1,4.6,1.6,,,,,1,DIRECT,RIGHT-LEFT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET-MID,,,PLAIN,,,,
713,34,A,30-40,,,,0,,29.5,9.4,2.1,,,,,,1,,,,,,,,,,,,,,,,,
742*,34,A,30-40,,,,0,,28.1,9.8,3.8,3.9,,,1,,,,1,DIRECT:LEFT/RIGHT:ALTERNATING,RIGHT-LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,,,,PARTIALY REMOVED,,,,HAFTED?TYPOLOGY
737,34,A,30-40,,,,0,,26.7,13.7,3.8,,,,,,,,1,DIRECT,,CONTINOUS,LONG,LOW,SUB-PARALLEL,,BLADELET-MID,,,,,,,
719,34,A,30-40,,,,0,,20,11.4,3,3.2,3.6,1.5,,,,,1,DIRECT,RLEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,PUNCTIFORM,,,,
771,34,A,30-40,,,,0,,12.3,10,2.9,,,,,NOTCH,,,,DIRECT,MESIAL,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-MID,,,,,,,
721,34,A,30-40,,,,0,,18.8,14.4,1.6,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
724*,34,A,30-40,,,,0,,27.5,10.2,3,3.3,,,0,SCRAPER,,,1,ALTERNATE,COMPLETE,CONTINOUS,SHORT,ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,PUNCTIFORM,,,,
733,34,A,30-40,,,,0,,17.8,10.9,2.8,,,,,,,,1,DIRECT,MESIAL,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,,,,,,,,
709,34,A,30-40,,,,0,,22.1,11.2,2,2.3,,,,,,,,,,,,,,,BLADELET-PRO,,,?CRUSHED,,,,
732,34,A,30-40,,,,0,,31.6,7.2,2.3,,,,,,1,,1,DIRECT,LEFT,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-DIS,,,,,,,
707,34,A,30-40,,,,0,,19.3,10.7,3.7,,,,,DENTICULATE,,,1,DIRECT,RIGHT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,,,,,,,,
722,34,A,30-40,,,,0,,22.9,11,3,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
735,34,A,30-40,,,,0,,15,11.5,3.3,,,,,,,,1,DIRECT,LEFT,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BALDELET-MID,,,,,,,
730,34,A,30-40,,,,0,,16.3,6.8,1.5,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
744,34,A,30-40,,,,0,,12,6,1.3,,,,,,,,,DIRECT,,CONTINOUS,SHORT,ABRUPT,SUB-PARALLEL,,BLADELET-MID,,,,,,,
743,34,A,30-40,,,,0,,21.1,9.2,2.4,2.3,,,1,SIDE SCRAPER,,,1,DIRECT,RIGHT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET-PRO,,,,,,,
705,34,A,30-40,,,,0,,15.9,11.9,3.7,,,,,,,,1,INVERSE,,CONTINOUS,SHORT,LOW,SUB-PARALLEL,1,BALDELET-MID,,,,,,,
711*,34,A,30-40,,,,0,,22.1,10,2.7,,,,,NOTCH,1,,1,INVERSE,,CONTINOUS,LONG,ABRUPT,SUB-PARALLEL,1,BALDELET-MID,,,,,,,
723,34,A,30-40,,,,0,,20.5,7.3,2.6,3,3,1.2,0,,,,1,DIRECT,RIGHT-LEFT,PARTIAL,SHORT,ABRUPT,SUB-PARALLEL,,,,,,,,,
740,34,A,30-40,,,,0,,24.6,11.6,3,,,,,,,,1,DIRECT,LEFT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET-MID,,,,,,,
697,34,A,30-40,,,,0,,18.9,10.8,3.9,,,,,NOTCH,,,1,DIRECT,RIGHT-LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,,,,,,,,
703,34,A,30-40,,,,0,,21.4,9.3,2.3,,,,1, DOUBLE NOTCH,,,1,ALTRERNATING,RIGHT-LEFT,CONTINOUS,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,PUNCTIFORM,,,,3 notches
728,34,A,30-40,,,,0,,27.8,12.1,5.7,,,,,,,,1,,RIGHT-LEFT,,,,,,,,,,,,,
738,34,A,30-40,,,,0,,13.7,8,2.2,2.4,3,1.4,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
704,34,A,30-40,,,,0,,32.2,14.6,3.9,4.1,,,,,,,1,DIRECT,RIGHT-LEFT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BALDELET-PRO,,,PARTIALY BROKEN,,,,hafted
699,34,A,30-40,,,,30,,14.4,8.4,2.8,,,,,,,,1,INVERSE,EIGHT,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET-PRO,,,CORTICAL,,,,
492,45,A,40-50,,,,0,,29.3,12.5,3.2,3.6,2.9,1.1,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,BURNT
595,45,A,40-50,,,,0,,25.8,17,3.4,3.9,6.1,2,,,,,,,,,,,,,BLADELET-PRO,,,POLYHEDRON?,,,,
574,45,A,40-50,,,,0,,35.8,12,3.2,3.8,,,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,BURNT
591,45,A,40-50,,,,0,,36.3,12.4,2.3,2.7,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
508,45,A,40-50,,,,0,,31.6,13.1,2.4,2.7,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
469,45,A,40-50,,,,0,,20,11.3,3,,,,,,1,,,,,,,,,,BLADELET-DIS,,,,,,,
461,45,A,40-50,,,,0,,38,12.8,4.2,,,,,,1,,1,INVERSE,MESIAL,PARTIAL,SHORT,LOW,SUB-PARALLEL,,BLADELET-MID,,,,,,,
463,45,A,40-50,,,,0,,21.7,14.9,2.2,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
447,45,A,40-50,,,,0,,26,9,2.3,,,,,,1*,,,,,,,,,,BLADELET-DIS,,,,,,,
628,45,A,40-50,,,,0,,23.4,10.5,3.4,,,,,,1*,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
517,45,A,40-50,,,,0,,30,12.4,2.3,2.5,6,1.4,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
437,45,A,40-50,,,,0,,46.8,11.3,1.9,,,,,,1,,,,,,,,,,BLADELET-PRO,,,BROKEN,,,,FOSSIL
581,45,A,40-50,,,,0,,34,11.5,2.1,2.3,4.3,1,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
585,45,A,40-50,,,,0,,28.5,11.3,3.3,,,,,,1*,,,,,,,,,,BLADELET-MID,,,,,,,
527,45,A,40-50,,,,0,,20.5,8.6,2.1,,,,,,,,,,,,,,,,BLADELET-DIS,,,,,,,
580,45,A,40-50,,,,0,,17.5,10.1,4,,,,,,1,,,,,,,,,,BLADELET-DIS,,,,,,,BURNT/THERMAL EFFECT
552,45,A,40-50,,,,0,,20.5,10.2,2.9,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
474,45,A,40-50,,,,0,,47,12,2.7,3.2,,,,,,,,,,,,,,,BLADE-PRO,,,REMOVED,,,,
453,45,A,40-50,,,,0,,40.7,13.2,3.1,3.3,5.5,1.4,,,1,,,,,,,,,,BLADELET-PRO,,,,,,,
562,45,A,40-50,,,,0,,12.2,10.4,2,2.1,4.8,1.7,,,,,,,,,,,,,BLADELET,,,PLAIN,,,,
606,45,A,40-50,,,,0,,39,19,5.8,,,,,,,,,,,,,,,,BLADE-DIS,,,,,,,
666,45,A,40-50,,,,0,,23.6,10.2,2.5,2.7,,,,,1*,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
674,45,A,40-50,,,,0,,29.5,9,2.3,2.5,,,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,PARTIALY REMOVED
513,45,A,40-50,,,,0,,34.8,7.6,3,,,,,,,,,,,,,,,,BLADELET-DIS,,,,,,,
615,45,A,40-50,,,,0,,29,10,2.2,2.5,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
650,45,A,40-50,,,,0,,24,8.7,2.7,,,,,,1,,1,DIRECT,PROXIMAL,CONTINOUS,SHORT,ABRUPT,SCALED,,BLADELET-PRO,,,REMOVED,,,,HEAVELY USED
593,45,A,40-50,,,,15,,31.7,11.2,4.2,,,,,,,,1,DIRECT,MESIAL,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-MID,,,,,,,BURNT
584,45,A,40-50,,,,0,,17.1,41.1,2.5,,,,,,1,,,,,,,,,,BLADE-MID,,,,,,,
521,45,A,40-50,,,,0,,22.7,8.2,2,,,,,,1,,,,,,,,,,BLADELET-MID,,,HEAVILY USED,,,,HEAVILY USED
648,45,A,40-50,,,,0,,23.5,11.5,3.1,4,5.7,1.4,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
617,45,A,40-50,,,,0,,21.5,11.1,2.5,3.4,8.3,3.5,,,1,,,,,,,,,,BLSADELET-PRO,,,PLAIN,,,,
656?,45,A,40-50,,,,0,,30,10.2,,,,,,,,,,,,,,,,,BLADELET,,,,,,,
645?,45,A,40-50,,,,15,,26.5,7.9,2.3,,,,,,,,,,,,,,,,BLADELET-DIS,,,PUNCTIFORM,,,, A CRESTED BLADE?/BURNT
658,45,A,40-50,,,,0,,18.6,8,2.5,,,,,,1,,,,,,,,,,BLADELET-DIS,,6,,,,,HEAVILY USED
440,45,A,40-50,,,,0,,24.5,10.4,2,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
565,45,A,40-50,,,,0,,25,11.6,2.1,2.3,5.4,1.6,,,1,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
495,45,A,40-50,,,,0,,30,7.2,1.9,,,,,,1*,,,,,,,,,,BLADELET,,,REMOVED ,,,,
619,45,A,40-50,,,,0,,31.7,9,3,3.4,5.1,2.2,,,,,,,,,,,,,BLADELET,,,PLAIN,,,,FOSSIL
636,45,A,40-50,,,,0,,26.7,11.2,1.7,2.4,,,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
655,45,A,40-50,,,,0,,20.5,8.9,2.6,2.6,4.4,1.9,,SAW: SERRATED DENTICULATE,,,1,DIRECT,LEFT,PARTIAL,SHORT,SEMI-ABRUPT,SUB-PARALLEL,,BLADELET-PRO,,,PLAIN,,,,
451*,45,A,40-50,,,,0,,26.5,8,1.6,,,,,,,,,,,,,,,,BLADELET-PRO,,,REMOVED ,,,,
624,45,A,40-50,,,,0,,18.9,11.9,2.3,2.6,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
559,45,A,40-50,,,,0,,25.1,7.1,2.2,2.2,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
560,45,A,40-50,,,,0,,29.7,6.9,1.9,2.3,3.1,1.9,1,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
643,45,A,40-50,,,,0,,18,5.1,1.5,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
642*,45,A,40-50,,,,0,,15.4,7.7,2.2,,,,,,,,1,INVERSE,MESIAL,PARTIAL,SHORT,LOW,SCALED,,BLADELET-MID,,,,,,,
561,45,A,40-50,,,,0,,40.7,9.1,2.7,,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,HEAVILY USED
548,45,A,40-50,,,,0,,36.1,11,2.8,3.2,,,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,HEAVILY USED
597,45,A,40-50,,,,0,,40.5,8,1.8,2.1,,,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
454,45,A,40-50,,,,0,,38,10.2,2.1,2.4,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
644,45,A,40-50,,,,0,,33.2,12.8,4.1,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
676,45,A,40-50,,,,0,,24.4,7.1,1.7,1.8,,,,,1,,1,INVERSE,DISTAL,CONTINOUS,SHORT,LOW,SUB-PARALLEL,,BLADELET,,,LINEAR,,,,
659,45,A,40-50,,,,0,,32,11.8,2.6,,,,,DENTICULATE,1,,,,,,,,,,BALDELET-DIS,,,,,,,
432!,45,A,40-50,,,,0,,19.4,12.9,1.6,2.1,,,,,,,,,,,,,,,BALDELET-PRO,,,LINAER,,,,
520,45,A,40-50,,,,0,,26,14.5,2.6,,,,,,1*,,,,,,,,,,BLADE-MID,1,,,,,,
683,45,A,40-50,,,,0,,24.1,10.6,2.4,2.6,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
503,45,A,40-50,,,,0,,35,8.6,2.3,,,,,,1*,,,,,,,,,,BLADELET-DIS,,,,,,,
577,45,A,40-50,,,,0,,50,11.6,2.2,2.7,,,,SERRATED USED,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
652,45,A,40-50,,,,0,,27.5,10.5,2.4,2.5,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
452,45,A,40-50,,,,0,,41,13.4,2.8,2.9,4.7,1.2,,,,,,,,,,,,,BLADE-PRO,,,LINEAR,,,,
558,45,A,40-50,,,,0,,26.5,12.8,2.1,,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
594,45,A,40-50,,,,0,,32.2,8.6,2.1,2.2,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
518,45,A,40-50,,,,0,,30.4,10.7,1.9,2.1,,,,SERRATED USED,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
473,45,A,40-50,,,,0,,37.7,12.2,2.5,2.8,3.2,1.2,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
538,45,A,40-50,,,,0,,21,8.5,2.6,,,,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
456,45,A,40-50,,,,0,,25.6,9,2.4,2.5,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
686,45,A,40-50,,,,0,,19,9.4,1.9,2.4,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
472,45,A,40-50,,,,0,,25,10.6,1.6,2,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
631,45,A,40-50,,,,0,,26.5,9.5,3,,,,,,1,,,,,,,,,,BLADELET-MID,,,,HEAVILY USED,,,
524,45,A,40-50,,,,0,,15.7,8.7,1.3,,,,,,1,,,,,,,,,,BLADELET-MID,,,,HEAVILY USED,,,
649,45,A,40-50,,,,0,,23,10,2.4,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
458,45,A,40-50,,,,0,,24,9.4,2,,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
688,45,A,40-50,,,,0,,30,8,1.1,1.2,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
612,45,A,40-50,,,,0,,27,9.1,2,2.2,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
623,45,A,40-50,,,,0,,20,6.5,1.9,2.3,,,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
588,45,A,40-50,,,,0,,25.2,9.8,2.5,3.1,,,,,,,,,,,,,,,BLADELET,,,BROKEN,,,,
616,45,A,40-50,,,,0,,28.8,7.1,2,,,,,,1,,,,,,,,,,BLADELET-DIS,,,,,,,
604,45,A,40-50,,,,25,,25,6.7,2,,,,,,1,,,,,,,,,,BLADELTE-DIS,,,,,,,
466,45,A,40-50,,,,0,,36.3,10,3.5,3.8,6,2.9,,,,,,,,,,,,,BLADELET-PRO,,,PLAIN,,,,
510,45,A,40-50,,,,0,,30,11,4,4.2,,,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
478,45,A,40-50,,,,0,,37.5,10.5,2.5,2.9,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
436,45,A,40-50,,,,0,,26,6.9,2.7,,4.2,1.9,,,1,,,,,,,,,,BLADELET-PRO,,,PLAIN,LIP,,,
459,45,A,40-50,,,,0,,36,8.2,2,2.4,,,,notch,1,,1,inverse,left,continous,short,semi-abrupt,sub-parallel,,bladelet-pro,,,removed,,,,
547,45,A,40-50,,,,0,,29,10.6,2.9,,,,,,,,,,,,,,,,BLADELET-DIS,,,,,,,
435,45,A,40-50,,,,0,,23,13,3.4,,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
460,45,A,40-50,,,,0,,43.5,12.2,2,,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
496,45,A,40-50,,,,0,,30.2,7.3,1.7,2,,,,,,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,BURNT
554,45,A,40-50,,,,0,,37.9,8.7,2.5,3,,,,,1,,,,,,,,,,BLADELET,,,PUNCTIFORM,,,,
563,45,A,40-50,,,,0,,25.1,6.1,1.8,2.1,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
691,45,A,40-50,,,,0,,27,6.1,1.8,,,,,,,,,,,,,,,,BLADELET,,,PUNCTIFORM,,,,
534,45,A,40-50,,,,0,,15.5,8,2.4,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
651,45,A,40-50,,,,0,,17.8,8.1,2,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
568,45,A,40-50,,,,0,,27.8,8,2.5,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
668,45,A,40-50,,,,0,,15.2,5.3,1,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
434,45,A,40-50,,,,0,,30.5,9.7,3.5,,,,,,1,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
479,45,A,40-50,,,,0,,17.9,12,2.3,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
484,45,A,40-50,,,,0,,33,10.5,2,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
566,45,A,40-50,,,,0,,24,12,2.2,2.7,,,,,,,,,,,,,,,BLADELET-PRO,,,LINEAR,,,,
646*,45,A,40-50,,,,0,,28,5.8,3.5,,,,,,1,,1,ALTERNATE,DISTAL,PARTIAL,SHORT,LOW,SUB-PARALLEL,,BLADELET-DIS,,,,,,,
446,45,A,40-50,,,,0,,26.7,9.5,2.5,3.1,,,,,,,,,,,,,,,BLADELET-PRO,,,CRUSHED,,,,
578,45,A,40-50,,,,0,,17.4,6.5,1.5,,,,,,1,,,,,,,,,,BLADELET-MID,,,,,,,
488,45,A,40-50,,,,0,,36,10.7,2.5,3.3,,,,,1,,,,,,,,,,BLADELET,,,SEMI DIHERAL,,,,
572,45,A,40-50,,,,0,,37,10.9,3,3.4,,,,,1,,,,,,,,,,BLADELET-PRO,,,PUNCTIFORM,,,,
512,45,A,40-50,,,,0,,13,10,2.3,,,,,,,,,,,,,,,,BLADELET-MID,,,,,,,
